TOP.5f9a2dd7.00018296	START
TOP.5f9a2dd7.00018296	user_options->logfile_disable	0
TOP.5f9a2dd7.00018296	user_options->loopback	0
TOP.5f9a2dd7.00018296	user_options->machine_readable	0
TOP.5f9a2dd7.00018296	user_options->markov_classic	0
TOP.5f9a2dd7.00018296	user_options->markov_disable	0
TOP.5f9a2dd7.00018296	user_options->markov_threshold	256
TOP.5f9a2dd7.00018296	user_options->backend_info	0
TOP.5f9a2dd7.00018296	user_options->backend_vector_width	0
TOP.5f9a2dd7.00018296	user_options->optimized_kernel_enable	0
TOP.5f9a2dd7.00018296	user_options->outfile_autohex	1
TOP.5f9a2dd7.00018296	user_options->outfile_check_timer	5
TOP.5f9a2dd7.00018296	user_options->outfile_format	3
TOP.5f9a2dd7.00018296	user_options->wordlist_autohex_disable	0
TOP.5f9a2dd7.00018296	user_options->potfile_disable	0
TOP.5f9a2dd7.00018296	user_options->progress_only	0
TOP.5f9a2dd7.00018296	user_options->quiet	0
TOP.5f9a2dd7.00018296	user_options->remove	0
TOP.5f9a2dd7.00018296	user_options->remove_timer	60
TOP.5f9a2dd7.00018296	user_options->restore	0
TOP.5f9a2dd7.00018296	user_options->restore_disable	0
TOP.5f9a2dd7.00018296	user_options->restore_timer	60
TOP.5f9a2dd7.00018296	user_options->rp_files_cnt	0
TOP.5f9a2dd7.00018296	user_options->rp_gen	0
TOP.5f9a2dd7.00018296	user_options->rp_gen_func_max	4
TOP.5f9a2dd7.00018296	user_options->rp_gen_func_min	1
TOP.5f9a2dd7.00018296	user_options->rp_gen_seed	0
TOP.5f9a2dd7.00018296	user_options->runtime	0
TOP.5f9a2dd7.00018296	user_options->scrypt_tmto	0
TOP.5f9a2dd7.00018296	user_options->segment_size	33554432
TOP.5f9a2dd7.00018296	user_options->self_test_disable	0
TOP.5f9a2dd7.00018296	user_options->slow_candidates	0
TOP.5f9a2dd7.00018296	user_options->show	0
TOP.5f9a2dd7.00018296	user_options->speed_only	0
TOP.5f9a2dd7.00018296	user_options->spin_damp	0
TOP.5f9a2dd7.00018296	user_options->status	0
TOP.5f9a2dd7.00018296	user_options->status_json	0
TOP.5f9a2dd7.00018296	user_options->status_timer	10
TOP.5f9a2dd7.00018296	user_options->stdout_flag	0
TOP.5f9a2dd7.00018296	user_options->usage	0
TOP.5f9a2dd7.00018296	user_options->username	0
TOP.5f9a2dd7.00018296	user_options->veracrypt_pim_start	485
TOP.5f9a2dd7.00018296	user_options->veracrypt_pim_stop	485
TOP.5f9a2dd7.00018296	user_options->version	0
TOP.5f9a2dd7.00018296	user_options->workload_profile	2
TOP.5f9a2dd7.00018296	user_options->brain_client	0
TOP.5f9a2dd7.00018296	user_options->brain_client_features	2
TOP.5f9a2dd7.00018296	user_options->brain_server	0
TOP.5f9a2dd7.00018296	user_options->brain_server_timer	300
TOP.5f9a2dd7.00018296	user_options->brain_port	6863
TOP.5f9a2dd7.00018296	user_options->brain_session	0
TOP.5f9a2dd7.00018296	hashes->hashfile	example500.hash
TOP.5f9a2dd7.00018296	hashes->hashlist_mode	5
TOP.5f9a2dd7.00018296	hashes->hashlist_format	0
TOP.5f9a2dd7.00018296	hashes->hashes_cnt	0
TOP.5f9a2dd7.00018296	hashes->digests_cnt	1
TOP.5f9a2dd7.00018296	hashes->digests_done	0
TOP.5f9a2dd7.00018296	hashes->salts_cnt	1
TOP.5f9a2dd7.00018296	hashes->salts_done	0
TOP.5f9a2dd7.00018296	SUB.5f9a2de7.00047a20	START
TOP.5f9a2dd7.00018296	SUB.5f9a2de7.00047a20	straight_ctx->dict	example.dict
TOP.5f9a2dd7.00018296	SUB.5f9a2de7.00047a20	runtime_start	1603939815
TOP.5f9a2dd7.00018296	SUB.5f9a2de7.00047a20	runtime_stop	1603939815
TOP.5f9a2dd7.00018296	SUB.5f9a2de7.00047a20	status-after-work	6
TOP.5f9a2dd7.00018296	SUB.5f9a2de7.00047a20	STOP
TOP.5f9a2dd7.00018296	proc_start	1603939799
TOP.5f9a2dd7.00018296	proc_stop	1603939816
TOP.5f9a2dd7.00018296	STOP
